tweet,clean,date,time,link
"DOT Chief Puyat also estimated amount of lost tourism revenues due to nCoV or COVID-19 outbreak will reach as much as P42 billion for February, March and April.",dot chief puyat estimated amount lost tourism revenues due ncov covid outbreak reach much p42 billion february march april,2020-02-12,03:10:13+00:00,https://twitter.com/kim_badbadon/status/1227429673019199495
JUST IN: POEA Administrator Bernard Olalia confirms that all OFWs off to Taiwan are not allowed to leave following DOH’s announcement that Taiwan is part of the temporary travel ban due to nCoV outbreak.,poea administrator bernard olalia confirms ofws taiwan allowed leave following dohs announcement taiwan part temporary travel ban due ncov outbreak,2020-02-12,02:48:51+00:00,https://twitter.com/kim_badbadon/status/1227424295795613697
@TourismPHL Secretary @BernaPuyat presents the agency’s preliminary assessment of the effects of the COVID-19 on PH tourism and plans to mitigate impact and ensure tourism is sustained.,secretary presents agencys preliminary assessment effects covid ph tourism plans mitigate impact ensure tourism sustained,2020-02-12,02:38:23+00:00,https://twitter.com/kim_badbadon/status/1227421663022632960
Dear God I pray for a CoViD breakthrough. I pray for healing. I pray fo flights back to Hong Kong. ,dear god pray covid breakthrough pray healing pray fo flights back hong,2020-02-12,02:25:10+00:00,https://twitter.com/shamzmacoto/status/1227418338185203712
dude nilalagnat ako coz of tonsilitis not ncoV ,dude nilalagnat coz tonsilitis ncov,2020-02-12,01:58:19+00:00,https://twitter.com/nichhh_ole/status/1227411581098582016
Postponed na ata! #NCov,postponed ata,2020-02-12,01:53:13+00:00,https://twitter.com/emziramos/status/1227410294718119936
To forget nCoV,forget ncov,2020-02-12,01:37:20+00:00,https://twitter.com/swanniestar/status/1227406300725669889
shet positive ako sa ncov. no cantot on valentines,shet positive ncov cantot valentines,2020-02-12,01:07:53+00:00,https://twitter.com/bakahansyan/status/1227398886970421248
Nganung murag mas priority sa presidente and pagpa-shutdown sa ABSCBN when pwede man unta ilaan iyang energy sa pagpa-better sa atong preparedness for nCov? Asking for a friend ,nganung murag priority presidente pagpa shutdown abscbn pwede unta ilaan iyang energy pagpa better atong preparedness ncov asking friend,2020-02-12,01:00:33+00:00,https://twitter.com/c08081_/status/1227397041774448640
"NCOV ka rin ba sa Feb14? ""No original Content on Valentines""? ",ncov rin feb14 original content valentines,2020-02-11,22:48:21+00:00,https://twitter.com/kingdelrosario/status/1227363774996176898
Kayabangan mo Duterte mula ulo hanggang paa mahawa ka sana ng Ncov tignan ko kung kayanin mo tandang to! #NoToABSCBNShutDown,kayabangan mo duterte ulo paa mahawa ncov tignan kayanin mo tandang,2020-02-11,21:22:44+00:00,https://twitter.com/ab_pantaleon/status/1227342228764254208
BREAKING: Ito na ang opisyal na tawag o pangalan ng 2019 nCov ayon sa @WHO . | WHO,breaking opisyal tawag pangalan ncov ayon,2020-02-11,15:39:09+00:00,https://twitter.com/gracecasin/status/1227255762063372294
#2019nCov named as COVID-19,named covid,2020-02-11,15:18:01+00:00,https://twitter.com/marraajameel/status/1227250442087714817
"adopting screening protocols for travel and quarantine, encourages faculty memebers, staff, students to avoid digesting and spreading fake news about the disease; and to create a central in- house resource to cater to students ncov- related needs.",adopting screening protocols travel quarantine encourages faculty memebers staff students avoid digesting spreading fake news disease create central house resource cater students ncov related needs,2020-02-11,14:09:40+00:00,https://twitter.com/Jasmin_Romero/status/1227233240236183552
CHED directs all higher education institutions (HEIs) to observe these guidelines to prevent the spread of NcoV. This includes discussing among themselves suspending events (ie athletic) that will involve the congregation of students... ,ched directs higher education institutions heis observe guidelines prevent spread ncov includes discussing among suspending events ie athletic involve congregation students,2020-02-11,14:09:38+00:00,https://twitter.com/Jasmin_Romero/status/1227233233395318785
*sigh* btw how is the situation there w nCov? hope you guys are ok. stay safe. ,sigh btw situation ncov hope guys ok stay safe,2020-02-11,12:11:00+00:00,https://twitter.com/ShinjuNYX/status/1227203377659928576
NcoV may yet lift HKG from recession. Ironic but real.,ncov yet lift hkg recession ironic real,2020-02-11,12:06:54+00:00,https://twitter.com/PeterPanFlies/status/1227202348117684230
Sobra sama pakiramdam pa ncov na ata,sobra pakiramdam ncov ata,2020-02-11,12:00:48+00:00,https://twitter.com/ktbtst/status/1227200811836399617
Serious fear: sneezing and coughing Hindi dahil sa NCoV ha? Feeling ko my brain will burst after coughing or sneezing ,serious fear sneezing coughing ncov feeling brain burst coughing sneezing,2020-02-11,11:44:44+00:00,https://twitter.com/immarshymallows/status/1227196767734648834
nCov dabbing on your Taiwan trip ,ncov dabbing taiwan trip,2020-02-11,11:00:12+00:00,https://twitter.com/TheLeighfarer/status/1227185561560944643
Bwisit na ncov lahat ng gala napurnada,bwisit ncov gala napurnada,2020-02-11,10:28:06+00:00,https://twitter.com/Cynofuente/status/1227177482593288192
"Kpop, Kdrama, NCov, and Film saved me today.",kpop kdrama ncov film saved today,2020-02-11,09:22:38+00:00,https://twitter.com/calbiepotato/status/1227161009393037312
Buenaventura says @DOHgov is circulating public advisories and updates on their official social media pages and dedicated websites on the 2019-nCoV.,buenaventura says circulating public advisories updates official social media pages dedicated websites ncov,2020-02-11,08:31:07+00:00,https://twitter.com/kim_badbadon/status/1227148041515220993
sana di to nCOV tangina I can feel my body deteriorating,ncov feel body deteriorating,2020-02-11,08:30:33+00:00,https://twitter.com/Giginkinitan/status/1227147900729217025
Usec. Arriola says that the 2019-nCoV outbreak is a public health issue and not a diplomatic issue.,usec arriola says ncov outbreak public health issue diplomatic issue,2020-02-11,08:30:08+00:00,https://twitter.com/kim_badbadon/status/1227147794118348801
NCoV no chupa on Valentines,ncov chupa valentines,2020-02-11,07:17:02+00:00,https://twitter.com/_jaypeelim/status/1227129399599755264
Haha. HKG protesters were effectively stunted by ncoV. We could say the same of all mass protests globally such as the yellow vests. Town hall meetings anyone?,hkg protesters effectively stunted ncov could say mass protests globally yellow vests town hall meetings anyone,2020-02-11,07:13:56+00:00,https://twitter.com/PeterPanFlies/status/1227128620126097409
Gusto ko bumaba ng office kaso baka di nko makabalik. #barilansa4thflr #temperature #2019-nCov,bumaba office kaso baka nko makabalik ncov,2020-02-11,05:10:30+00:00,https://twitter.com/riilCyril/status/1227097557819510785
pwede pa sana kaya lang takot nako sa nCOv ,pwede takot nako ncov,2020-02-11,04:55:25+00:00,https://twitter.com/SupElise0802/status/1227093760170835969
Let us pray that the more pressing issues be given the outmost attention and priority right now. NCov Taal rehabilitation Fight against poverty Corruption and injustice,let us pray pressing issues given outmost attention priority right ncov taal rehabilitation fight poverty corruption injustice,2020-02-11,03:46:59+00:00,https://twitter.com/karlangel_rocks/status/1227076538492784640
NcoV Update: The incubation period has been found to be as long as 24 days (range: 0-24 days; median: 3.0 days) in a study by Zhong Nan-Shan published on February 9. The study has yet to be peer reviewed.,ncov update incubation period found long days range days median days study zhong nan published february study yet peer reviewed,2020-02-11,02:11:15+00:00,https://twitter.com/jvbornillamd/status/1227052445961879552
Wala ngang ncov pero may mga dalang kutsilyo mga pumapasok siz hahahahaaha,ngang ncov dalang kutsilyo pumapasok hahahahaaha,2020-02-11,01:44:17+00:00,https://twitter.com/bbphia_/status/1227045658999185408
"those of u who wanna monitor the latest stats for nCov, here ya go https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6",wan monitor latest stats ncov go,2020-02-11,01:13:33+00:00,https://twitter.com/ShinjuNYX/status/1227037925709250560
Haha pero napa payag ko naman. Jusme pati boracay ko gusto pigilan dahil sa ncov eme haha,napa payag jusme pati boracay pigilan ncov eme,2020-02-11,00:30:19+00:00,https://twitter.com/misssoglad/status/1227027044875137025
DOH: No basis of 2019-nCoV’s aerosol transmission https://news.mb.com.ph/2020/02/10/doh-no-basis-of-2019-ncovs-aerosol-transmission/ via @manilabulletin,doh basis ncovs aerosol transmission via,2020-02-10,23:22:41+00:00,https://twitter.com/argyllcyrus_MB/status/1227010027174543360
GMK News: Pangulong Rodrigo Duterte tiniyak na may sapat na pondo ang pamahalaan upang tugunan ang pangangailangan ng bansa sakaling lumala ang suliranin sa 2019 nCov. | @GoodMorningKuya @UNTVNewsRescue @RadyoLaVerdad 2 of 2,gmk news pangulong rodrigo duterte tiniyak sapat pondo pamahalaan upang tugunan pangangailangan bansa sakaling lumala suliranin ncov,2020-02-10,21:18:15+00:00,https://twitter.com/gracecasin/status/1226978711859232773
GMK News: Pangulong Rodrigo Duterte tiniyak na may sapat na pondo ang pamahalaan upang tugunan ang pangangailangan ng bansa sakaling lumala ang suliranin sa 2019 nCov. | @GoodMorningKuya @UNTVNewsRescue @RadyoLaVerdad 1 of 2,gmk news pangulong rodrigo duterte tiniyak sapat pondo pamahalaan upang tugunan pangangailangan bansa sakaling lumala suliranin ncov,2020-02-10,21:14:39+00:00,https://twitter.com/gracecasin/status/1226977805856014336
"A thread: Ncov ka lang, A’tin kami. My main motivation for attending #UPFairHiwaga was really to see @SB19Official live for the first time!!!",thread ncov main motivation attending really see live first time,2020-02-10,18:53:10+00:00,https://twitter.com/thisisyourgrace/status/1226942200732254208
AGHH THIS FVCKING NCOV GIVES SO MUCH HUSTLE!!! cancel tuloy flight ni yoyeee ,aghh fvcking ncov gives much hustle cancel tuloy flight yoyeee,2020-02-10,18:04:30+00:00,https://twitter.com/_notsolovely/status/1226929950705405953
NCOV BWISIT KAAAA HADLANG KA TALAGA. LAGI NALANG NAUUDLOT AYAW NANG PAG TAGPUINABAHAHHAHAHAHAHAHAHAHAHHA,ncov bwisit kaaaa hadlang nauudlot ayaw tagpuinabahahhahahahahahahahahha,2020-02-10,16:12:21+00:00,https://twitter.com/AdrielleJianM/status/1226901729301549057
Sana matapos na tong NCov na to :((,matapos ncov,2020-02-10,15:34:37+00:00,https://twitter.com/dnerisaaa/status/1226892234819129346
Ewan ko ba sayo Duterte. Mas inuuna mo pa I shutdown ABS CBN than to address the nation na don’t panic the government is taking precautions abot NCov like what the prime minister of Singapore did. Why did I ever support an old and crazy man for office back in 2016. Unstable AF.,ewan sayo duterte inuuna mo shutdown abs cbn address nation dont panic government taking precautions abot ncov like prime minister singapore ever support old crazy office back unstable,2020-02-10,14:45:19+00:00,https://twitter.com/jccraymundo/status/1226879826822234112
When he heard that nCoV didn’t come from the same genus... ,heard ncov didnt genus,2020-02-10,14:38:23+00:00,https://twitter.com/beerandavocado/status/1226878080486006786
Wear masks so that you make yourself safe in ncov. #onceselcaday,wear masks make safe ncov,2020-02-10,14:32:08+00:00,https://twitter.com/__superchelsuu/status/1226876509828202496
CNY break 2020 + nCoV stranded period thread:,cny break ncov stranded period thread,2020-02-10,14:05:47+00:00,https://twitter.com/shamzmacoto/status/1226869877077471238
"May nCov, dapat mag inarte pero dapat safe pa din haha",ncov inarte safe,2020-02-10,13:20:14+00:00,https://twitter.com/kiiimguevarra/status/1226858416041103361
"since i’ll miss up fair this year dahil sa ncov threat, i’m so happy bc @barbiealmalbis, @teddspotting, @LeanneAndNaara &amp; @AbsolutePlay will be in SHS this Feb. 22!!! i’m so happpyyyy ",since miss fair year ncov threat happy bc shs feb happpyyyy,2020-02-10,13:06:17+00:00,https://twitter.com/thejamaaazing/status/1226854901902262272
"I hope by the time I’ll be travelling to London for work, the NCov medical emergency has already been contained if not resolved. ",hope time travelling london work ncov medical emergency already contained resolved,2020-02-10,13:05:08+00:00,https://twitter.com/risa_del/status/1226854615909453824
"Got to attend the Presidential Meeting with Local Chief Executives. The gov’ts response to nCoV, the emerging ASF threat, and the national initiative on ending the communist insurgency were presented to the governors and mayors to cascade down to LGUs. – at SMX Convention Center",got attend presidential meeting local chief executives govts response ncov emerging asf threat national initiative ending communist insurgency presented governors mayors cascade lgus smx convention center,2020-02-10,13:05:00+00:00,https://twitter.com/philipalegre/status/1226854579087659009
Itsura ng mag hapong problemado sa thermal scanner Hays...this nCoV outbreak is giving me so much stress #manicMonday,itsura hapong problemado thermal scanner hays ncov outbreak giving much stress,2020-02-10,13:01:29+00:00,https://twitter.com/GreycieSan/status/1226853695901458432
Vacay postponed bwisit na ncov,vacay postponed bwisit ncov,2020-02-10,12:54:30+00:00,https://twitter.com/Jstnbroked/status/1226851938454536198
Feeling ko nabudol ako kanina kasi sabi sa livestream about NcoV daw... pgclick ko Puro Amerikano ang topic lol,feeling nabudol kanina kasi livestream ncov daw pgclick puro amerikano topic lol,2020-02-10,12:52:51+00:00,https://twitter.com/annishi4685/status/1226851521251332096
Yung shutdown talaga ng ABS-CBN yung pinoproblema eh hindi pa nga nakakarecover ang mga tao sa Batangas. Pati kung paano maiiwasan at mabibigyan ng solusyon ang nCov dito sa Pilipinas. Skskskss. Tang ina niyo bawal mawala ang Showtime. Animal. Skskskskmsmsms,shutdown abs cbn pinoproblema nga nakakarecover tao batangas pati maiiwasan mabibigyan solusyon ncov pilipinas skskskss tang ina niyo bawal mawala showtime animal skskskskmsmsms,2020-02-10,12:36:38+00:00,https://twitter.com/heymacyou/status/1226847439748943873
Let us continue to pray this Oratio Imperata against 2019 NCOV. -pctto- ,let us continue pray oratio imperata ncov pctto,2020-02-10,12:35:32+00:00,https://twitter.com/mjhayRCC/status/1226847163503632385
"Is this NCOV, daming araw pede magkasakit hahahaha",ncov daming araw pede magkasakit,2020-02-10,12:27:25+00:00,https://twitter.com/oliver_tsuna/status/1226845123708768256
My mom’s reprimanded me a lot now! She’s insane about the NCov thingy! I should have not travelled abroad last week!,moms reprimanded lot shes insane ncov thingy travelled abroad last week,2020-02-10,12:01:59+00:00,https://twitter.com/christophrperez/status/1226838723716739073
"#justsaying With the crisis that we have (Taal, nCoV, unemployment, atbp) talagang franchise ng may franchise inuuna. Paki ayos muna ang Cubao-Makati in 5 minutes. People!",crisis taal ncov unemployment atbp talagang franchise franchise inuuna paki ayos muna cubao makati minutes people,2020-02-10,11:57:43+00:00,https://twitter.com/mackymee/status/1226837649618391042
NCOV No Class On Valentine’s. yeheyyyyyyyyy!,ncov class valentines yeheyyyyyyyyy,2020-02-10,11:51:12+00:00,https://twitter.com/dahcruzvinluan/status/1226836006982144000
BREAKING NEWS: Four more Filipinos on board Diamond Princess test positive for nCoV (1/4),breaking news four filipinos board diamond princess test positive ncov,2020-02-10,09:46:56+00:00,https://twitter.com/kim_badbadon/status/1226804736667484160
It’s okay. No worries. I believe there’s no wrong time to do the right thing - if justifiable. But timing is everything. People are concerned w #nCoV_2019 then we have VFA and abscbn issues. Talking about focus and priorities.,okay worries believe theres wrong time right thing justifiable timing everything people concerned vfa abscbn issues talking focus priorities,2020-02-10,06:32:18+00:00,https://twitter.com/DrTonyLeachon/status/1226755752347328512
nakakatakot yung detector ng NU pag nag red yun positive ka it’s either Ncov or flu gooossshhhh,nakakatakot detector nag red positive either ncov flu gooossshhhh,2020-02-10,06:07:12+00:00,https://twitter.com/_seanxpatrick/status/1226749437537443840
At may sakit pa nga sanaaaa wag NCoV ,sakit nga sanaaaa ncov,2020-02-10,05:47:39+00:00,https://twitter.com/Dotaquen_44/status/1226744516503207936
Cabinet secretaries should work in separate express lanes but the president should know top 3-5 goals with impact to the country. If he thinks this abscbn franchise renewal is important then it’s okay but it deviates on the top priority - curbing #nCoV_2019. Focus is key.,cabinet secretaries work separate express lanes president know top goals impact country thinks abscbn franchise renewal important okay deviates top priority curbing focus key,2020-02-10,04:43:44+00:00,https://twitter.com/DrTonyLeachon/status/1226728433280929792
Off timing. We need media right now in info dissemination during this crisis. #nCoV_2019 - our government needs focus on main goals confronting our country. Who’s in charge right now ? ,timing need media right info dissemination crisis government needs focus main goals confronting country whos charge right,2020-02-10,04:40:45+00:00,https://twitter.com/DrTonyLeachon/status/1226727681451933697
NCOV No Cash On Valentines ,ncov cash valentines,2020-02-10,04:38:48+00:00,https://twitter.com/joshoacaballero/status/1226727190965805058
imagine mas malungkot pa sa mga hindi makaka attend ulit ng Concert kasi walang pambili ng ticket tapos kayo na makakapunta very lucky mapapanuod nyo ng live yung @day6official kaya wag na magreklamo just pray nalang sa NCOV na mawala ng tuluyan para wala ng ma cancel na event,imagine malungkot makaka attend ulit concert kasi pambili ticket tapos makakapunta lucky mapapanuod nyo live magreklamo pray ncov mawala tuluyan cancel event,2020-02-10,04:37:21+00:00,https://twitter.com/Jung_Rchl/status/1226726828229853184
Umiikot sa Social Media na ang nCoV ay airborne transmission din. Can we wait for the official WHO or CDC statement?,umiikot social media ncov airborne transmission wait official cdc statement,2020-02-10,03:53:08+00:00,https://twitter.com/noahangela/status/1226715699348787200
Filipinos will soon be dying of nCOV .. Govt priority : ABSCBN FRANCHISE,filipinos soon dying ncov govt priority abscbn franchise,2020-02-10,03:21:08+00:00,https://twitter.com/cjohnjugs/status/1226707646851366912
NCoV- NEED CASH ON VALENTINES,ncov need cash valentines,2020-02-10,03:14:57+00:00,https://twitter.com/rolan_mndr/status/1226706089564991488
potek wag nyo ngang gamiting excuse yung nCoV para hindi mag-abot ng bayad sa jeep!!! kingina mga ‘to,potek nyo ngang gamiting excuse ncov abot bayad jeep kingina,2020-02-10,03:08:26+00:00,https://twitter.com/kwayzelle/status/1226704450997215232
I now have a runny nose at the height of this nCov sht !? This is really it huh !? ,runny nose height ncov sht really huh,2020-02-10,02:47:39+00:00,https://twitter.com/cjohnjugs/status/1226699219236356096
ung ang timely ng movie na CONTAGION sa nangyayari ngayon about nCov..,timely movie contagion nangyayari ncov,2020-02-10,01:41:09+00:00,https://twitter.com/jhoane_3/status/1226682484160528384
Can’t agree more. We need tp focus on the big picture 1. Review the previous epidemics and metrics of success 2. Mitigate economic impact of NCOV 3.. Improve local plan and execution process and report to the nation on a daily basis to allay anxiety and fear.,cant agree need tp focus big picture review previous epidemics metrics success mitigate economic impact ncov improve local plan execution process report nation daily basis allay anxiety fear,2020-02-10,01:35:30+00:00,https://twitter.com/DrTonyLeachon/status/1226681064128561152
267 persons under investigation (PUI) in the Phils for nCoV but no r”updates on the findings. Do they have it or not? Malalaman na lang natin pag patay na?,persons investigation pui phils ncov rupdates findings malalaman natin patay,2020-02-09,23:48:53+00:00,https://twitter.com/guaxiailing/status/1226654229852385281
Jaoy ncov iton. Haha,jaoy ncov iton,2020-02-09,23:41:34+00:00,https://twitter.com/GenardLadanan/status/1226652389307908096
Besties against nCov! ,besties ncov,2020-02-09,23:23:23+00:00,https://twitter.com/gentlerob/status/1226647811988475904
Just say hi. No beso and shakehands kamo. May ncov eh. ,say hi beso shakehands kamo ncov,2020-02-09,22:02:04+00:00,https://twitter.com/wengsalvacion/status/1226627350474809345
GMK News: Bilang ng mga nasawi sa 2019 nCov 881 na; Mas mataas sa bilang ng mga nasawi sa Sara Cov. @UNTVNewsRescue @GoodMorningKuya @RadyoLaVerdad,gmk news nasawi ncov mataas nasawi sara cov,2020-02-09,21:32:47+00:00,https://twitter.com/gracecasin/status/1226619981007208448
Oh how nice it would be. I need someone in the cannabis field to find some medicine for this coronavirus going around. #LEGALIZE #420 #coronavirus #medicalmarijuana #medicalcannabis #medicalresearch #CannabisNews #CannabisCommunity #cannabisculture #fourtwenty #mrandy,nice would need someone cannabis field find medicine coronavirus going around,2020-02-09,17:17:24+00:00,https://twitter.com/AndysShowtime/status/1226555709409509377
Yung andito ka sa airport tapos parang ayaw mo huminga kase baka may ncov. Hahahahahahahhahahaha,andito airport tapos parang ayaw mo huminga kase baka ncov hahahahahahahhahahaha,2020-02-09,15:32:37+00:00,https://twitter.com/iamdarlpadillo/status/1226529341405683713
NCOV = No Cash On Valentines.,ncov cash valentines,2020-02-09,14:40:24+00:00,https://twitter.com/_joedenn/status/1226516201355919362
Marami akung kilala na may NCov. ( No Cash on Valentines ) ,akung kilala ncov cash valentines,2020-02-09,14:37:10+00:00,https://twitter.com/GOODDRILLER/status/1226515386184548352
Mahal talaga sya bago pa mag umpisa yung Ncov dito sa PH hsgshshs ,mahal sya umpisa ncov ph hsgshshs,2020-02-09,14:20:03+00:00,https://twitter.com/_abbyghOrl/status/1226511081620664325
Ready na ang UP para sa UP Fair this week pero ako hindi pupunta dahil sa takot sa ncov – at Sunken Garden,ready fair week pupunta takot ncov sunken garden,2020-02-09,13:31:54+00:00,https://twitter.com/katepebs/status/1226498961910812672
Ah ncov. ,ah ncov,2020-02-09,13:20:38+00:00,https://twitter.com/iyahpotchie/status/1226496125223354368
Taena may ncov yata ako hahahha,taena ncov yata hahahha,2020-02-09,13:13:45+00:00,https://twitter.com/Jamessssmatthew/status/1226494395907633152
Patay tayo jan sa NCOV #NoCashOnValentines,patay jan ncov,2020-02-09,12:30:21+00:00,https://twitter.com/Moncee_Daya/status/1226483473709334528
May NCOV AKO!!! No Ca-date On Valentines!! ,ncov date valentines,2020-02-09,12:07:06+00:00,https://twitter.com/paolosanjuan/status/1226477620742639616
"Please educate me as Im having limited news on confirme nCOV patients in PH, are there any Filipino citizens who died or all the reported are foreign nationals?",please educate limited news confirme ncov patients ph filipino citizens died reported foreign nationals,2020-02-09,11:23:04+00:00,https://twitter.com/wela0723/status/1226466539362115586
"Ang kalat ko for the past two days, puta. I need to detox. Dami ko na namang minomol. nCoV whomstve???",kalat past two days puta need detox dami namang minomol ncov whomstve,2020-02-09,10:12:55+00:00,https://twitter.com/GeeYanii/status/1226448888053166080
pantaboy sa NCoV KIANO ForSHLiveCorner @_kiatakahashi | @iamginoroqueiv @starhuntabscbn,pantaboy ncov kiano forshlivecorner,2020-02-09,10:10:20+00:00,https://twitter.com/KBFO_MyOfficial/status/1226448235855634432
#NCoV No Consumisyon on Valentine’s,consumisyon valentines,2020-02-09,09:37:45+00:00,https://twitter.com/ohohvin_/status/1226440036263940097
"Valentine’s day, walang mag sasaya kasi may Ncov. Sad ",valentines day sasaya kasi ncov sad,2020-02-09,08:55:13+00:00,https://twitter.com/RAYNADANE/status/1226429334132420608
"Please stop connecting corona virus to products that has nothing to do with it. If you’re selling food - sell food. Educate what your product is all about, the ingredients and the process, how it’s good for your health, why people should consume it. Dont ride nCOV just to trend",please stop connecting corona virus products nothing youre selling food sell food educate product ingredients process good health people consume dont ride ncov trend,2020-02-09,08:35:54+00:00,https://twitter.com/kassypajarillo/status/1226424472002953216
Last year.... Derma: Bawal ka ng alcohol at hand sanitizer... nagdadry skin mo. This year...nCov attack Me:?! nCov: ,last year derma bawal alcohol hand sanitizer nagdadry skin mo year ncov attack ncov,2020-02-09,07:46:24+00:00,https://twitter.com/jhe_ayumu/status/1226412014823591936
"No, The Wuhan Coronavirus Was Not Genetically Engineered To Put Pieces Of HIV In It via @forbes",wuhan coronavirus genetically engineered put pieces hiv via,2020-02-09,07:24:29+00:00,https://twitter.com/ReignGwapito/status/1226406500353994752
grabe kahit may ncov na wala pa rin pakundangan dapat ito mahawaan ng NCOV EH ,grabe ncov rin pakundangan mahawaan ncov,2020-02-09,06:54:29+00:00,https://twitter.com/abbycleofe/status/1226398949042311168
NCoV No Chaser on Valentines ,ncov chaser valentines,2020-02-09,06:28:47+00:00,https://twitter.com/_PIAAAAAAA_/status/1226392480322441216
Matagal na pala ako may NCOV. Every Valentines Day ,matagal pala ncov every valentines day,2020-02-09,06:00:34+00:00,https://twitter.com/IamSim0n92/status/1226385382205345792
@DtiPhilippines I think @LazadaPH is using the ncov outbreak to scam people. Not even allowing me to get a refund or even to speak to a manager. Getting my money back should not be this hard that I have to ask for help from DTI,think using ncov outbreak scam people even allowing get refund even speak manager getting money back hard ask help dti,2020-02-09,05:56:22+00:00,https://twitter.com/aisjam/status/1226384323009376258
"edi wow, magkaka-ncov ka nyan",edi wow magkaka ncov nyan,2020-02-09,04:52:35+00:00,https://twitter.com/wynrlk/status/1226368273635168256
STOP MAKING MEMES ABOUT NCOV!!! #nCoV,stop making memes ncov,2020-02-09,04:22:10+00:00,https://twitter.com/marikris0129/status/1226360618090807297
"Ibang iba talaga ate. Saka pagdating ko kahapon napansin ko kaagad, ng daming fanboy. Umiiyak ako kahapon habng nakikita ko na ang daming tao. Kasi yung growth nila. As a PH Carat sobrang proud ako. Partida may ncov pa yan. Pero puno pa din naman yung arena.",ibang ate saka pagdating kahapon napansin kaagad daming fanboy umiiyak kahapon habng nakikita daming tao kasi growth ph carat sobrang proud partida ncov yan puno arena,2020-02-09,03:43:16+00:00,https://twitter.com/ryeobsy/status/1226350829730353154
"kung magkakalagnat man kami hindi dahil sa nCoV yon, dahil yon sa pagod at puyat dala ng acads ",magkakalagnat ncov pagod puyat dala acads,2020-02-09,03:28:05+00:00,https://twitter.com/pagsss__/status/1226347007054209025
NCOV No Couple On Valentines ,ncov couple valentines,2020-02-09,03:12:25+00:00,https://twitter.com/JoshuaAninon/status/1226343062902673408
"If we could see NCoV spread this way, it’d be easier to keep it at bay ",could see ncov spread way itd easier keep bay,2020-02-09,03:11:09+00:00,https://twitter.com/mmbacabac/status/1226342746635436033
"Singapore’s PM Lee Hsien Loong’s speech on ncov was factual, clear and reassuring. Yung sinabi na all options. Like a father to his children. Sana all.",singapores pm lee hsien loongs speech ncov factual clear reassuring sinabi options like father children,2020-02-09,02:58:29+00:00,https://twitter.com/EthelMEspiritu/status/1226339559153102848
Ingat na ingat sa NCOV. May AIDS naman.,ncov aids,2020-02-09,02:58:18+00:00,https://twitter.com/_aedreyes/status/1226339510482546690
NCoV No Cash on Valentine,ncov cash valentine,2020-02-09,02:37:46+00:00,https://twitter.com/seanmangalonzo_/status/1226334345650044928
"Oo ate. Saka from our view kasi. Kitang kita talaga namin na nag eenjoy sila. Yung walang halong pilit lang. Feel ko din ate yung energy ng carats kagabi. Parang ncov ka lng, carats kami. Iba siya compared dun sa 3x na nandito seventeen. Sobrang iba kagabi.",oo ate saka view kasi kitang nag eenjoy halong pilit feel ate energy carats kagabi parang ncov lng carats compared dun 3x nandito seventeen sobrang kagabi,2020-02-09,02:25:00+00:00,https://twitter.com/ryeobsy/status/1226331132364345345
"Warm up exercise! We started the con with this HIGH LEVEL ENERGY! NCov, whoooooo? We’re PH Carats @pledis_17 #OdeToYouInManila #SEVENTEEN",warm exercise started high level energy ncov whoooooo ph carats,2020-02-09,01:51:11+00:00,https://twitter.com/SvT_Scoupsie/status/1226322619370065920
@DtiPhilippines Hi. I reached out with @LazadaPH for my order which they have not shipped. They wont refund my money despite my request to just refund. Please help. I think they are scamming people now that there is an ncov threat. I ordered masks. Seller is uncontactable.,hi reached order shipped wont refund money despite request refund please help think scamming people ncov threat ordered masks seller uncontactable,2020-02-09,01:12:07+00:00,https://twitter.com/aisjam/status/1226312791390162945
"Of the 267 PUIs for possible 2019-nCoV infection, DOH data shows that a total of 230 are currently admitted and isolated in hospitals; 13 refused admission; and 17 have been discharged but remain “under strict monitoring.”",puis possible ncov infection doh data shows total currently admitted isolated hospitals refused admission discharged remain strict monitoring,2020-02-09,00:32:09+00:00,https://twitter.com/kim_badbadon/status/1226302731083644928
Balak nilang pa reschedule yung cebu dahil sa ncov. Makapag bataan nalang muna that time. Well tignan natin,balak reschedule cebu ncov makapag bataan muna time well tignan natin,2020-02-08,23:31:35+00:00,https://twitter.com/heyfrozenyogurt/status/1226287490752843776
Tangina wala talaga HAHAHAHA tangina si jansen pinapayagan pag ako may ncov,jansen pinapayagan ncov,2020-02-08,18:11:43+00:00,https://twitter.com/jsnlml/status/1226206991367802880
PM Lee Hsien Loong on the 2019-nCoV situation in Singapore on 8 February... https://youtu.be/oNw1pyksKHo via @YouTube ~ Good leadership in action. . @ruffybiazon @iamkarendavila @karlo_nograles @WinGatchalian74 @piacayetano @gideonlasco,pm lee hsien loong ncov situation singapore february via good leadership action,2020-02-08,16:47:49+00:00,https://twitter.com/DrTonyLeachon/status/1226185879800074240
sobrang sakit ng lalamunan ko di naman to ncov no,sobrang sakit lalamunan ncov,2020-02-08,15:45:26+00:00,https://twitter.com/hoshiwoojin_/status/1226170179924582402
