tweet,clean,topic
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkOwkhOrk/?igshid=16831t0j4svvv,convocation speaker malu topic building puyat makati,7
Ayoko manuod ng mga video about sa covid na yan tapos may namatay na ganun dahil hindi siya umaalis sa isip ko so pray lang tayo ,ayoko manuod video tapos namatay ganun umaalis isip pray,7
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9Nku9zBQfo/?igshid=ds9w0z9uzj3d,convocation speaker malu topic building puyat makati,7
#happening 3.3.20 @morning convocation..speaker - doc malu..topic - all about covid 19..#etiqaphilippines #etiqaph #etiqaMOD #morningconvocation .. @Oppen Building Sen. Gil Puyat Ave. Makati https://www.instagram.com/p/B9NkSo7BSVv/?igshid=1wb1o3hzip0d6,convocation speaker malu topic building puyat makati,7
DAPAT BA AKONG MAGSUOT NG FACE MASK? Alamin kung sino-sino ang kailangang magsuot ng face mask sa infographic na ito! Ugaliin ang mga Preventive Measures upang makaiwas sa mga Respiratory Illness katulad ng 2019-nCoV! #ItoangTotoo #PreventiveMeasures #novelcoronavirus2019,akong magsuot alamin kailangang magsuot infographic ugaliin preventive measures upang makaiwas respiratory illness,7
"Haha, sobrang bilib ako sa mga tunay na lalakeng hindi naghuhugas ng kamay pagkatapos umihi bago magkaroon ng covid-19, AT PATULOY PA RIN NA HINDI NAGHUHUGAS NGAYON. Rak en rol!!! ",sobrang bilib tunay lalakeng naghuhugas kamay umihi magkaroon patuloy naghuhugas,7
"ang init ko tapos may sipon, may ncov na ba ako?",init tapos sipon,7
"at sa dami ng nakasalamuha naming tao, posibleng isa sa kanila infected na ni mareng covid sana lang talag hindi.",dami nakasalamuha naming posibleng infected mareng talag,7
Daming ginagawa biro yung COVID-19,daming biro,7
Parang last wk lang we were enjoying the breeze of Baguio. Ngayon laganap na ang COVID-19 that was fast!,parang last enjoying breeze baguio laganap fast,7
Let’s fight COVID.. ooppss i mean boredom EZ GAMING (The Witcher ) https://youtu.be/ZwdCNtsMrsA via @YouTube,lets fight ooppss mean boredom gaming witcher,7
"Relief goods or kahit anong paambon ng Barangay dito sa amin -WALA. Isama mo pa ang pa alcohol, vitamins, facemasks, kahit yung Quarantine Pass.... Ang bagal! Pero nung eleksyon, panay ang daan ng daan. Paging @VicoSotto fyi lang po. Ikaw nalang aasahan. #COVID19PH #Covid_19",relief goods anong paambon barangay isama vitamins facemasks quarantine pass bagal eleksyon panay daan daan paging aasahan,7
"According to Rob rubin of mysterium phil awhile ago on fb live How long does the covid crisis in the Phil last? Number 6 is the answer (6 days, 6 weeks, 6 months it depends) Number of positive after the covid crisis? Number 12 (1200? 12,000? 120,000?) Well let’s see.",according rubin mysterium phil awhile live long crisis phil last number answer days weeks months depends number positive crisis number well lets,7
"Benta benta kayo ng over priced alcohol, mask, vitamins, medial supplies gano ba kasure na maliligtas kami nyan sa COVID-19? ",benta benta priced vitamins medial supplies gano kasure maliligtas nyan,7
"Naloloka ako doon sa for valiation ng cases ng CoViD-19 sa Diliman Doctors Hospital, huhu naaalala ko lang nung work immersion ko eh malapit lang ako ron. Tas ngayon pugaran na ng mga may pandemic disease :((",naloloka valiation cases diliman doctors hospital naaalala work immersion malapit pugaran pandemic disease,7
nakakatakot yung covid-19 pero mas nakakatakot yung tunog ng curfew #ThePurge,nakakatakot nakakatakot tunog curfew,7
ANTI COVID 19 4 NA ALCOHOL PARA SA PAMPATIBAY NG IMMUNE SYSTEM ,anti pampatibay,7
"Omg! Dame na pala sa Manda There are now five confirmed cases of the coronavirus disease (COVID-19) in Mandaluyong City, with 144 persons under monitoring and six under investigation for possible infection, the city government said. | via Neil Servallos",dame pala manda five confirmed cases disease mandaluyong city persons monitoring investigation possible infection city government said neil servallos,7
Puno na nang alcohol katawan ko malamang neto covid free nako.,puno katawan malamang neto free nako,7
"Remember that together we can defeat all possible threats. This is the perfect time to spread positivity, goodvibes and to apply our we win as one mantra as we go against our common enemy! (COVID-19). Let’s be… https://www.instagram.com/p/B9t8ZVelRfo/?igshid=1ro8iv8gxvvrx",remember together defeat possible threats perfect time spread positivity goodvibes apply mantra common enemy lets,7
DDS Sib: Mamili ka ng madaming luya. Mabisa daw yun panlaban sa coronavirus. Gurl ano ni ya aswang? Luy-ahan ta bayo ta para di mayanggaw? Para di ta mahiwitan? ,mamili madaming luya mabisa panlaban gurl aswang ahan bayo mayanggaw mahiwitan,7
A friendly reminder to all fellow Filipinos and friends abroad: Stay Home and Stay Safe. Everything will eventually get better if we all work together and cooperate. ----- #EATSplorations #pizza #covid #stayhome… https://www.instagram.com/p/B9t8HLiBpEi/?igshid=irsh3hkw096,friendly reminder fellow filipinos friends abroad home safe everything eventually better work together cooperate,7
"14 days ago you called coronavirus a hoax. Well, which is it??",days called hoax well,7
Just a thought no: Kapag ung COVID-19 nawala bc of the heat (hindi nag tathrive sa init ang virus) i know iinit ng malala and hopefully mawawala na ang virus. Anong gagawin nung mga nag panic buying sa sobrang alcohol? Imbis na normal lang ang demand ng alcohol ,thought nawala heat tathrive init know iinit malala hopefully mawawala anong buying sobrang imbis normal demand,7
LAGANAP NA ANG COVID SA PILIPINAS. PINAGBABAWAL NA ANG HOLDING HANDS AT HALIKAN AT KUNG PWEDE MAGHIWALAY NADIN KAYO.,laganap pilipinas pinagbabawal holding halikan pwede maghiwalay nadin,7
Hindi biro yung COVID-19. Nakakatakot! Kasi dapat malakas resistensya mo para malabanan mo yung virus. Paano na lang kaming marurupok? ,biro nakakatakot kasi malakas resistensya malabanan kaming marurupok,7
Pre may mga pa playlist pa sa spotify “COVID-19 Quarantine Party”,playlist spotify quarantine party,7
"sana yung mga taong dame reklamo sa presscon ni duterte kagahapon, sila nalang mag duty sa hospital, at mag-alaga sa mga ncov positive patients.",taong dame reklamo presscon duterte kagahapon duty hospital alaga positive patients,7
Nag aalala lang ako pre kasi may covid 19 gusto ko lang naman mag lagay tayo ng alcohol sa loob ng katawan natin ,aalala kasi loob katawan natin,7
Anong covid 19 covid 19 tara inom para malagay natin yung alcohol sa loob natin haha,anong tara malagay natin loob natin,7
Let’s give this Covid a good fight. Stay healthy and strengthen your immune system!,lets give good fight healthy strengthen,7
paano yung mga walang means to strengthen their immune system???? and covid is a virus — why are you comparing it to rabies?!!!!!,means strengthen comparing rabies,7
"May narinig na naman ako kanina na masyado daw sensationalized ang CoVid19, eh samantalang ang daming Pilipino ang namamatay sa TB. Gh0rl, ang TB, alam ang reasons and curable. Ang nCoV, bagong strain ng virus and ni hindi natin sure kung saan galing. 0kEy ka LaNg??",narinig kanina sensationalized covid19 samantalang daming pilipino namamatay gh0rl alam reasons curable bagong strain natin sure galing 0key,7
Here’s a playlist for you… COVID-19 Quarantine Party by Alistair Ryan ,heres playlist quarantine party alistair ryan,7
Work load panic > COVID-19 panic. 4 pitch briefings na this week. Anes na guys?!,work load pitch briefings week anes guys,7
Stop spreading fake news. That is more deadly than the spread of coronavirus.,stop spreading fake news deadly spread,7
"Sabi ni jeff canoy sa news, matulog ng sapat at mag ehersisyo... Okay lahat yan di namin magawa... So posible kaming dapuan ng covid... ",jeff canoy news matulog sapat ehersisyo okay magawa posible kaming dapuan,7
Thank you again iv_vitaminbar.ph #DocAnne bigboy_42_lee #vitamindrip ulit para malakas immune at di agad dapuan ng lintek na #covid_19 na yan bunos pa fresh at recover na ulit sa pagod #zinc#magnesium… https://www.instagram.com/p/B9mMsuAhjbA/?igshid=1e12alw35x1q1,thank ivvitaminbar bigboy42lee ulit malakas agad dapuan lintek bunos fresh recover ulit pagod,7
"Tumataas confirmed cases ng covid-19. Working in Ayala is really risky. Yung building namin mostly Chinese. Mas mahigpit lalo. My company already gave us an option na mag-wfh, but if we want na pumasok sa office, dapat naka-grab irereimburse naman and may provision.",tumataas confirmed cases working ayala really risky building mostly mahigpit lalo company already gave option pumasok office naka grab irereimburse provision,7
Really? Guns? Ano? Itututok nyo samin yung baril para macheck kung may ncov? ,really guns itututok baril macheck,7
Problem no more COVID-19 because I always get a high dose of ASCORBIC ACID/VITAMIN C shot with VITAMIN B COMPLEX to have a stronger immune system to fight CORONA VIRUS for only 500 per shot. A small amount compared to hospital bills and stress! Be protected! Be healthy!,problem always high dose ascorbic acid vitamin shot vitamin complex stronger fight corona shot small amount compared hospital bills stress protected healthy,7
Marikina Rep. Bayani Fernando recommends the quarantine of animals to control the spread of COVID-19.,marikina bayani fernando recommends quarantine animals control spread,7
"Ngayong dumadami na ang Corona Virus (COVID-19) cases sa Pilipinas, kailangan nating palaging maging healthy at malakas ang pangangatawan. Apart sa paghuhugas ng kamay/paggamit ng isopropyl alcohol (70% solution)… https://www.instagram.com/p/B9lNxjRJnaz/?igshid=pk2atq6z18kn",ngayong dumadami corona cases pilipinas nating palaging healthy malakas pangangatawan apart paghuhugas kamay paggamit isopropyl solution,7
Trueelyy sis. Parang may mga ncov na ata sa sobrang lilikot,trueelyy parang sobrang lilikot,7
Ayon sa ilang eksperto ang covid19 ay pinagsamang bagsik ng coronavirus at aids. ,ayon ilang eksperto covid19 pinagsamang bagsik aids,7
pano kaya kung yung COVID-19 vaccine ang magfail tapos magstart yung zombie apocalypse omgggggg dejoke lang,vaccine magfail tapos magstart zombie apocalypse omgggggg dejoke,7
ANTIBODIES ACTIVATE Two of the 10 ways our resident nutritionist and columnist at @mblifestyle @cheshireque recommends to boost the immune system in this time of the COVID-19 crisis are to 1.) eat at least two… https://www.instagram.com/p/B9jHIKCn7ej/?igshid=10ycj3ajaegpv,antibodies activate ways resident nutritionist columnist recommends boost time crisis least,7
"Kapag naka-motor ka tapos may checkpoint, ubohan mo ’yung lisensya mo tapos sabihin mo may nCoV ka. Exempted ka na ",naka motor tapos checkpoint ubohan lisensya tapos exempted,7
SHET NASA IMUS NA! KONTING KEMBOT BACOOR NA. SO I GUESS COVID-19 TALAGA ANG PAPATAY SA AKIN. OH WELL. ,shet nasa imus konting kembot bacoor guess papatay well,7
’di naman nila ilalabas tunay na number ng confirmed covid-19 cases kung ’di lumabas balita tungkol sa non-resident aliens na naka acquire ng sakit nung pumunta sa pilipinas Hays.,ilalabas tunay number confirmed cases lumabas balita resident aliens naka acquire sakit pilipinas hays,7
"Sa dami ng Chinese/Taiwanese dito sa Makati di nko nagtaka na my positive sa nCOV. Anyways chill lng kmi dito sa Makati Med. Walang panic , walang gulo. Business as usual. ",dami taiwanese makati nagtaka positive anyways chill makati gulo business usual,7
My cells working everyday to fight off the virus. #coronavirus #SailorMoon,cells working everyday fight,7
"6 na ang confirmed dito sa Pinas! Jusme!!! Mass Bio weapon to depopulized the world - NCOV, malapit na ko maniwala.",confirmed pinas jusme mass weapon depopulized world malapit maniwala,7
"Dahil may bagong cases ng COVID-19 ngayon, it’s better to be safe and protected. Sa panahon ngayon di mo na alam kung sino ang may sakit. I’m selling Emergency Packs w/ Face Masks. There are 48 items inside. PM me for orders You can also check our FB: http://www.facebook.com/lifepack.ph",bagong cases better safe protected alam sakit selling emergency packs masks items inside orders check,7
Tangina kahapon pa ako nilalagnat tapos ang mababasa ko ngayon sa mga balita ay may confirmed case ng COVID-19 sa BGC. Lordt.,kahapon nilalagnat tapos mababasa balita confirmed case lordt,7
Nakakatakot ngayong mas madaming ncov cases in the country mas lalong madelay and uaap?? #UAAPSeason82Volleyball,nakakatakot ngayong madaming cases country lalong madelay uaap,7
Go na yan.. baon ka lang madaming mask and vitamins panlaban sa covid,baon madaming vitamins panlaban,7
"Honestly, I don’t think the Ncov number of Philippines is true and correct. Our country is soooo dense and we have the worst healthcare and our goverment doesnt really care that much. WHO is commending PH for containing the virus but yo,",honestly dont think number philippines true correct country soooo dense worst healthcare goverment doesnt really much commending containing,7
sorry bawal kiss singhot lang pwede #ncov,sorry bawal kiss singhot pwede,7
"Gusto akong i-quarantine ni mami kasi may PUI kami ng Ncov kanina, chill lang ma, rumarampa nga ako sa ER kahit madaming may TB don. ",akong quarantine mami kasi kanina chill rumarampa madaming,7
I think the DDS virus is scarier than nCoV.,think scarier,7
#CoronavirusPanic: ‘Cats and dogs thrown from tower blocks’ in China due to fake news romours that animlas are causing spread of the deadly virus. #nCoV ,cats dogs thrown tower blocks china fake news romours animlas causing spread deadly,7
Sobrang dame ko nakasalubong na chinese sa eastwood. Tas napahatching ako nung pauwi nako. May ncov naba ako nun ? ,sobrang dame nakasalubong eastwood napahatching pauwi nako naba,7
Wear mask. Do not wear mask. Basta mag-hugas lagi ng kamay & stay hydrated! Refrain from spreading hate also lalo na sa country of origin of patient zero. #CoronavirusOutbreak #nCoV,wear wear basta hugas kamay hydrated refrain spreading hate lalo country origin patient zero,7
instead sisihin nyo goverment natin na di agad nag ban ng flights. at di agad umaksyon nung inaanounce na may nCOV. and if naka face mask naman and laging nagaalcohol or naghuhugas ng kamay i think ok naman?? nasa hangin ba virus ewan di q pa sure HAHSHAHA,instead sisihin goverment natin agad flights agad umaksyon inaanounce naka laging nagaalcohol naghuhugas kamay think nasa hangin ewan sure hahshaha,7
Let’s hope & pray that Filipinos have this natural immunity (naturalesa) to nCoV &amp; our climate could kill this virus immediately. I suggest to stay under the sun even just for a few minutes for that dose of germ-killing UV rays and Vitamin D. #PrayForPhilippines #PrayForChina,lets hope pray filipinos natural immunity naturalesa climate could kill immediately suggest even minutes dose germ killing rays vitamin,7
He says this new coronavirus is also not as deadly as the SARS and MERS strains. #MattersofFact #ANCHighlights,says deadly sars mers strains,7
"Sorry, guys. Sobrang threatened lang ako. The NCoV is incurable, meaning, kapag nadapuan ka niyan, finish ka. Very alarming, lalo na ngayong may confirmed case na sa Pinas. ",sorry guys sobrang threatened incurable meaning nadapuan niyan finish alarming lalo ngayong confirmed case pinas,7
"#coronavirus #symptomsandprevention let’s all take care of ourselves and of others and prevent further spread of this deadly virus! #naturalhealthboosters #rovingocphotographer @Pasay City, Philippines https://www.instagram.com/p/B79sWYOhujM/?igshid=1atrx4hbdsd9o",lets others prevent spread deadly city philippines,7
Wala akong mabilhan ng masks. Nag gygym pa naman ako now. Ang paranoid ko feeling ko ung sipon ko ncov agad huhu. Nakakatakot,akong mabilhan masks gygym paranoid feeling sipon agad nakakatakot,7
Nakakatakot naman manood ng zombie movies lalo ngayong may ncov ,nakakatakot manood zombie movies lalo ngayong,7
"LAKASAN NIYO IMMUNE SYSTEM NIYO! KUMAIN AT MATULOG NG SAPAT! HANGGA’T MAAARI, UMINOM VIT. C! #nCoV",lakasan niyo niyo kumain matulog sapat hanggat uminom,7
TANGINA SAANG GOVERMENT HOSPITAL SA MAYNILA SINABI NYO NGA LUGAR PERO WALANG EXACT NAME NG HOSPITAL TANGINAAA Philippines to NAKAKAGAGO NAAAAA ANO NA AAKSYON KUNG KELAN MAY nCOV case na AWIT SA INYO Malapit na kasi mamatay si DUTERTE kaya gusto idamay Philippines #coronaviruse,saang goverment hospital maynila sinabi lugar exact hospital tanginaaa philippines nakakagago naaaaa aaksyon kelan case awit inyo malapit kasi mamatay duterte idamay philippines,7
tangina naniniwala ba kayo na wala pang coronavirus dito sa ph?? malapit na kong di maniwala huhuhuhuhu im scared,naniniwala malapit maniwala scared,7
"“Walang nCov dito, ang init-init dito, dun sa malalamig yun”",init init malalamig,7
"tangina pwede bang maging honest na lang yung DOH kung meron mang infected na talaga ng NCOV, gusto ko nang mamatay eh.",pwede bang honest meron mang infected mamatay,7
"hindi talaga ako naniniwalang wala pang infected ng NCOV dito sa pilipinas. yung neighbouring countries natin nagnanaknak na sa dami ng infected, well, in fact, dagsa ang mga chinese dito.",naniniwalang infected pilipinas neighbouring countries natin nagnanaknak dami infected well fact dagsa,7
’Pag pinoy nagkaroon ng #nCoV mabilis kakalat kasi maraming pinoy ang hindi hygienic at hindi marunong mag-isip ng ikakabuti ng kapwa niya. ,pinoy mabilis kakalat kasi maraming pinoy hygienic marunong isip ikakabuti,7
Tangina niyo! Di nankyo natuto sa 2003 SARS na nagmula sa inyo! Ngayon 2019-nCov naman nilikha niyo!!!! Mga hayup!!!!! ,niyo nankyo natuto sars nagmula inyo nilikha niyo hayup,7
New Made in China Imported goods of the Philippines: coronavirus strain,made china imported goods philippines strain,7
"In cooperation with the national efforts to prevent the spread of Covid-19, pls be informed that Toyota Bacoor Cavite will have no operations &amp; will be closed until further notice. We encourage our customers &amp; members to promote general welfare by staying at home. Stay safe! – at TOYOTA BACOOR CAVITE",cooperation national efforts prevent spread informed toyota bacoor cavite operations closed notice encourage customers members promote general welfare staying home safe toyota bacoor cavite,8
Maybe un ginaganap na Bentahan sa loob ng QC Circle na bentahan ng Murang Gulay na Mabisang Panlaban sa #Covid Laking Tulong pa sa mga Magsasaka Natin :),maybe ginaganap bentahan loob circle bentahan murang gulay mabisang panlaban laking tulong magsasaka natin,8
Sabi nung nag-comment sa FB post ko...”DAPAT NOON PA HINDE NA PINAPASOK ANG MGA CHINESE NATIONALS DITO SA ATIN. DAHIL SILA ANG DAHILAN SA PRESENT SITUATION NATIN AS IN ANG NAGDALA NG COVID-19.” - to be continued...,comment post pinapasok nationals dahilan present situation natin nagdala continued,8
JUST IN: A congressional staff member from the House of Representatives who is considered as Person Under Investigation died without knowing the results of CoVID 19 test,congressional staff member house representatives considered person investigation died without knowing results test,8
House confirms a congressional staff member died without knowing results for own COVID 19 test. details to follow,house confirms congressional staff member died without knowing results test details follow,8
"GETTING TO KNOW YOU 1. Meccaella 2. AB English Language 3. twentyyyy (20) 4. none 5. nomasites, tutri 6. yes, to YOUNGK!!!! 7. yuuuuz 8. everyone’s safety and happiness &amp; stop covid’s world tour 9. uh hmm, yeah? yes. 10. egg maybe? like this and i’ll send u the questions",getting know meccaella english language twentyyyy none nomasites tutri youngk yuuuuz everyones safety happiness stop covids world tour yeah maybe like send questions,8
Eat Bulaga has no live audience due to covid-19. I think dapat din ‘tong gawin ng ibang show that requires audience. It’s for everyone’s safety.,bulaga live audience think gawin ibang show requires audience everyones safety,8
Mabisang panlaban sa covid-19 yan!!,mabisang panlaban,8
uminom ka lang..mabisang panlaban yan sa covid ,uminom mabisang panlaban,8
Sabi ko na eh. Ito talaga ang mabisang panlaban sa NCOV. ,mabisang panlaban,8
We do not promote FERN-D para makabenta. You can do your own research about Vitamin D kung paano ito naging mabisang panlaban sa COVID-19. Wag magsawalang bahala! Mas okay ng protected ang katawan mo ng vitamin D… https://www.instagram.com/p/B9otFhupT36/?igshid=12t4h428vj69s,promote fern makabenta research vitamin mabisang panlaban magsawalang bahala okay protected katawan vitamin,8
seriously kawawa kaming ground crew/cabin crew sa ncov. ibat ibang nationalities na galing sa mga bansang affected na ng ncov ang nakakasalamuha namin araw araw. free face mask for us and we should have a right para magsuot ng face mask sa work. haist skl lol,seriously kawawa kaming ground crew cabin crew ibat ibang nationalities galing bansang affected nakakasalamuha araw araw free right magsuot work haist,8
Miss ko bebe ko tanginaa naman ng covid 19 nayarnnn diko sya makakasama ng matagal ,miss bebe tanginaa nayarnnn diko makakasama matagal,8
Praise God If This True!! - A CORONAVIRUS CURE? Trials in France show GENERIC drugs have 100 percent... https://youtu.be/bM6vNRSKT4Y via @YouTube,praise true cure trials france show generic drugs percent,8
"Becareful with Fake whatsapp forwards. Coronavirus survives on surfaces up to 72 hours. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #coronavirus #Covid_19 #CoronaCrisis",becareful fake whatsapp forwards survives surfaces hours disappear hours survive days surfaces days normal person even theres symptoms,8
"This WhatsApp forward being spread by Bhakts is fake. Virus will not disappear in 14 hours. It can survive up to 3 days on surfaces itself, up to 14 days in a normal person even if there’s no symptoms. #Covid_19 #CoronaCrisis",whatsapp forward spread bhakts fake disappear hours survive days surfaces days normal person even theres symptoms,8
Things we have to do to stop the spreading of #coronavirus19 #covıd19 #covid_19 #enhancecommunityquarantine #lockdown #philippines #philippines #snapchat #snapchat #Snapping #JquesanSnapchat… https://www.instagram.com/p/B98So-xD53P/?igshid=1zdfrsz5hkbp,things stop spreading,8
"But as any ""enlightened"" internet cult follower would do, they brand these vets as ""paid by pet food companies."" Now with all this shit happening, I wonder what these idiots think of COVID 19 - a disease from mishandled meat, that has now crippled the entire world.",enlightened internet cult follower would brand vets paid food companies shit happening wonder idiots think disease mishandled meat crippled entire world,8
Bampira ba mga nasa gobyerno? Hilig nila sa late announcements/briefings. Isang mabisang panlaban po sa veerus is a good sleep to boost your immune system. #coronavirus #nCoV19 #COVID2019,bampira nasa gobyerno hilig late announcements briefings mabisang panlaban veerus good sleep boost,8
"Dahil sa walang mabiling face masks, napilitan si Manong Arnel na gumamit nalang ng sanitary napkin bilang face mask kahit pa maging katawatawa siya sa paningin ng iba. #COVID19 #coronavirus ",mabiling masks napilitan manong arnel gumamit sanitary napkin katawatawa paningin,8
"#CORONAVIRUS TIPS TO BOOST IMMUNE SYSTEM WHILE STAYING HOME, KAYA NATIN TO! (WE CAN DO THIS!) 1. DRINK LOTS OF WATER (AND HOT WATER) + EAT HEALTHH 2. TAKE VITAMINS + FOOD SUPPLEMENTS. 3. DO NOT STRESS AND… https://www.instagram.com/p/B92DdEKHPB2/?igshid=19i8l8lgrk5ef",tips boost staying home natin drink lots water water healthh vitamins food supplements stress,8
Me reading “how to boost the immune system against coronavirus; get enough sleep” article at 4am mehehehe ,reading boost enough sleep article mehehehe,8
Yung mama ko atsaka tita ko pinaguusapan nila kanina na uminom daw ng whiskey o kaya gin para iwas dapo daw ng covid haha,mama atsaka tita pinaguusapan kanina uminom whiskey iwas dapo,8
"DS Villafuerte enjoins people not to panic and reminds that COVID-19 can be defeated through discipline, obedience, and cooperation.",villafuerte enjoins people reminds defeated discipline obedience cooperation,8
Getting ready for the apocalypse. #Covid_19PH #NewProfilePic #mangamataytangtanan #lockdown,getting ready apocalypse,8
"Italians ... ease your pain... release your stress... and enjoy! Just always wash your hands after... because of the #CoronaVirus of course, but hey, even the jizz stain on your hands ain’t it cool! ",italians ease pain release stress enjoy always wash course even jizz stain aint cool,8
Wala ka ngang covid-19 pero magkakaron ka ng chronic kidney disease. Ano ba yan. ,ngang magkakaron chronic kidney disease,8
Mind stopping the passive aggresive coverup issue you have @YouTube @ytcreators @TeamYouTube? I know it’s a security issue. My cousin works around cybersecurity. It’s to prevent widespread panic like the covid virus. It ain’t helping that the response to a famous influencer has +,mind stopping passive aggresive coverup issue know security issue cousin works around cybersecurity prevent widespread like aint helping response famous influencer,8
Kain po kayo ng Maraming Bayabas Pati Dahon na po kainin nyo then malunggay Mayaman sa Bitamina yan panlaban sa Sakit #Covid_19,kain maraming bayabas pati dahon kainin malunggay mayaman bitamina panlaban sakit,8
"“di ako tatablan ng covid,puro alcohol nasa loob ng katawan namin ma chill ka lang” PUNYETA TONG MGA KUYAAAA KOOOO HAHAHAHAHAHAHAHAHA",tatablan puro nasa loob katawan chill punyeta kuyaaaa koooo,8
COVID-19 can’t kill me! Bye Felicia! ,cant kill felicia,8
Mom and I bring home takoyaki Tita: ano yan? Wala ba yan COVID? Ummmmm. ,bring home takoyaki tita ummmmm,8
covid can spread through internet daw,spread internet,8
"Kahit buhus-buhusan ng mga tao katawan nila ng alcohol at Lysol 24/7, wala naman katuturan ang panic buying dahil kawawa ang mga at-risk talaga (specifically, the health workers), lalong kakalat ang coronavirus",buhus buhusan katawan lysol katuturan buying kawawa risk specifically health workers lalong kakalat,8
COVID - 19 Christ Over Virus Infected Disease ,christ infected disease,8
"Be scared if you’re, immunocompromised.If not, then get infected, cure the opportunistic infections & complication,bounce back , and survive. As easy as that. #CovID19ph #CoronaVirus #NcovPh",scared youre immunocompromised infected cure opportunistic infections complication bounce back survive easy,8
"If alcohol destroys the lipid layer of the COVID 19 virus, why can’t we all just go out and drink alcohol? I mean, why doesn’t that kill the virus inside? Wouldn’t it be fun if the solution to all this drama is a worldwide drinking fest?",destroys lipid layer cant drink mean doesnt kill inside wouldnt solution drama worldwide drinking fest,8
Dude saw coronavirus floating in the air and was trying to force quarantine it ! Seriously that is one crazy cop ,dude floating trying force quarantine seriously crazy,8
"You kidding? How a poor guy who can’t even afford 3 meals a day is supposed to boost his/her immune system? Are you distributing Vitamins, Supplements or Food for public? Hell No! Right? Sir, not everyone is presidential spokesperson.#CoronaOutbreak #coronavirusPH #coronavirus ",kidding poor cant even afford meals supposed boost distributing vitamins supplements food public hell right everyone presidential spokesperson,8
Ang laking tulong talaga ng Face Mask bukod sa proteksyon sa NCOV natatakpan na ang bibig ng mga TSISMOSA!,laking tulong bukod proteksyon natatakpan bibig tsismosa,8
"Doctor’s advice about coronavirus: Folks, take extra care and drink plenty of water. copy, paste and repost. #CoronaVirus #CoronaVirusOutbreak #CoronaVirusPH ",doctors advice folks extra drink plenty water copy paste repost,8
"Doctor’s advice about coronavirus: About prevention: 2. Aside from washing your hands frequently, you can gargle with strong mouthwash to eliminate or minimize the germs while they are still in your throat (before dripping down to your lungs).",doctors advice prevention aside washing frequently gargle strong mouthwash eliminate minimize germs still throat dripping lungs,8
Doctor’s advice about coronavirus: About the symptoms of the pneumonia caused by Coronavirus: is not like the normal kind. You will feel like you are drowning in water. It’s important to go seek immediate medical attention if you feel like this.,doctors advice symptoms pneumonia caused like normal kind feel like drowning water important seek immediate medical attention feel like,8
"Doctor’s advice about coronavirus: About the symptoms of the pneumonia caused by Coronavirus: into the trachea and enter the lungs, causing pneumonia. This process will take 5 to 6 days. 3. With pneumonia, comes high fever and difficulty in breathing. The nasal congestion",doctors advice symptoms pneumonia caused trachea enter lungs causing pneumonia process days pneumonia comes high fever difficulty breathing nasal congestion,8
bwisit na nCov sa face mask lang napupunta lip balm ko di sa nguso ng crush ko,bwisit napupunta balm nguso crush,8
Sobrang naprapraning ako bwisit. Pano ksi ang work ko e s field sa tondo binondo e puro chinese dun. Nakakpraning.Andun china town kaya. Tapos araw araw pa ako nasa hospital. Bumili n ako madmi vitamin C.Wla n mask last na yang lysol.Panic buying lahat #BuhayMedrep #CoronaVirus ,sobrang naprapraning bwisit work field tondo binondo puro nakakpraning andun china town tapos araw araw nasa hospital bumili madmi vitamin last yang lysol buying,8
"Pero seryoso, I was jogging along Sheridan Street. Tapos may chinese na hinawakan ako and nagtanong ng direction at tinanggal mask nya. Nasa taat lang kami ng lugar na hanap nya. After kong ituro, sa opposite direction tumakbo si gago left me overthinking about coronavirus.",seryoso jogging along sheridan street tapos hinawakan nagtanong direction tinanggal nasa taat lugar hanap ituro opposite direction tumakbo left overthinking,8
"There are 219 medically important species of virus na inaaral & sinasapuso nmin tpos ssabihin lng ng karoomate ko na uminom lng daw ng ""ANTIBIOTICS"" ung kasama nmin na may Flu. Tpos sasabihin pa nya na ung Coronavirus madali lang gamutin. Me:Boi ihampas ko kaya ito inaaral ko ",medically important species inaaral sinasapuso nmin tpos ssabihin karoomate uminom antibiotics kasama nmin tpos sasabihin madali gamutin ihampas inaaral,8
"4th is the very best,if this duggong ordered at once rhe blocking of all chinese nationals from entering our ports and airports,there is no way for ncov to enter our country",best duggong ordered blocking nationals entering ports airports enter country,9
buti nalang hindi namin need makipagsabayan sa mga bumibili ng alcohol ngayon kase wala pa mang “ncov” may stock na akong dalawang bote... Laking tulong den saken na adik ako sa alcohol ,buti need makipagsabayan bumibili kase mang stock akong dalawang bote laking tulong saken adik,9
